address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"Vallejo St San Francisco, CA 94133",2,1,825,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2104055531_zpid/,-122.41,37.7985,31.952,,,rental,6000,open,,,2015-04-22,North Beach,54,SF
"Vallejo St San Francisco, CA 94133",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2101963831_zpid/,-122.41,37.7985,31.952,,,rental,15000,open,,,2015-06-16,North Beach,54,SF
"Chestnut St San Francisco, CA 94133",2,2,1215,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101543211_zpid/,-122.411,37.8041,13.2475,,,rental,1975,open,,,2015-08-07,North Beach,54,SF
"Columbus Ave San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Columbus-Ave-San-Francisco-CA-94133/2101331350_zpid/,-122.412,37.8016,16.7413,,,rental,5900,closed,2,2015-10-04,2015-10-02,North Beach,54,SF
"Chestnut St San Francisco, CA 94133",2,2,0,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101318749_zpid/,-122.411,37.8041,13.2475,,0,rental,4800,closed,2,2015-10-04,2015-10-02,North Beach,54,SF
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101215188_zpid/,-122.411,37.8041,13.2475,,,rental,6200,open,,,2015-09-03,North Beach,54,SF
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101158853_zpid/,-122.411,37.8041,13.2475,,,rental,6200,open,,,2015-09-11,North Beach,54,SF
"Greenwich St San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94133/2101096173_zpid/,-122.41,37.8023,28.3398,,,rental,7000,closed,15,2015-10-04,2015-09-19,North Beach,54,SF
136 Cole Street,2,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/136-cole-st/,-122.451,37.7737,83.7907,,,rental,4450,closed,,2014-08-12,,North Panhandle,55,SF
"2247 Turk Blvd, San Francisco, CA 94118",3,2,1750,zillow_sf,http://www.zillow.com/homedetails/2247-Turk-Blvd-San-Francisco-CA-94118/15084910_zpid/,-122.446,37.7784,87.8515,1996,1,rental,5800,open,,,2015-10-02,North Panhandle,55,SF
"438 Broderick St, San Francisco, CA 94117",3,2,0,zillow_sf,http://www.zillow.com/homedetails/438-Broderick-St-San-Francisco-CA-94117/2138184789_zpid/,-122.439,37.7743,65.5902,,,rental,7100,open,,,2015-08-13,North Panhandle,55,SF
"Fell St San Francisco, CA 94117",6,3,0,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2102912457_zpid/,-122.442,37.7735,67.8305,,0,rental,10425,closed,42,2015-10-04,2015-08-23,North Panhandle,55,SF
"150 Cole St, San Francisco, CA 94117",2,1,1184,zillow_sf,http://www.zillow.com/homedetails/150-Cole-St-San-Francisco-CA-94117/63196904_zpid/,-122.451,37.7736,83.563,,,rental,4495,open,,,2015-09-14,North Panhandle,55,SF
"209 Ashbury St, San Francisco, CA 94117",2,1,1100,zillow_sf,http://www.zillow.com/homedetails/209-Ashbury-St-San-Francisco-CA-94117/2101269163_zpid/,-122.448,37.7736,81.5062,,,rental,6500,closed,39,2015-10-07,2015-08-29,North Panhandle,55,SF
"Fell St San Francisco, CA 94117",0,1,327,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2101198070_zpid/,-122.442,37.7735,67.8305,,,rental,3595,closed,28,2015-10-04,2015-09-06,North Panhandle,55,SF
"1301 Fulton St APT 207, San Francisco, CA 94117",2,1,925,zillow_sf,http://www.zillow.com/homedetails/1301-Fulton-St-APT-207-San-Francisco-CA-94117/15085639_zpid/,-122.439,37.7767,63.588,,,rental,3800,open,,,2015-09-01,North Panhandle,55,SF
"2261 Fulton St # A, San Francisco, CA 94117",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2261-Fulton-St-A-San-Francisco-CA-94117/2104066795_zpid/,-122.454,37.7746,100.178,,0,rental,3575,closed,6,2015-10-04,2015-09-28,North Panhandle,55,SF
"2265 Fulton St, San Francisco, CA 94117",2,1,1113,zillow_sf,http://www.zillow.com/homedetails/2265-Fulton-St-San-Francisco-CA-94117/2101156885_zpid/,-122.454,37.7747,100.496,,,rental,4600,closed,17,2015-10-09,2015-09-22,North Panhandle,55,SF
"438 Masonic Ave, San Francisco, CA 94118",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/438-Masonic-Ave-San-Francisco-CA-94118/2101148181_zpid/,-122.447,37.7771,79.076,,,rental,3400,closed,27,2015-10-09,2015-09-12,North Panhandle,55,SF
"153 Ashbury St, San Francisco, CA 94117",1,1,550,zillow_sf,http://www.zillow.com/homedetails/153-Ashbury-St-San-Francisco-CA-94117/2123604323_zpid/,-122.448,37.774,82.2953,,0,rental,3395,closed,9,2015-10-08,2015-09-29,North Panhandle,55,SF
240 Lombard Street #435,0,1,477,climbsf_rented,http://www.climbsf.com/for-rent/240-lombard-st-435/,-122.405,37.8041,5.97081,,,rental,2500,closed,,2014-05-20,,North Waterfront,56,SF
567 Vallejo Street #PH500,3,3,2081,climbsf_rented,http://www.climbsf.com/for-rent/567-vallejo-st-ph500/,-122.41,37.8061,5.11669,,,rental,12000,closed,,2015-07-17,,North Waterfront,56,SF
"N Point St San Francisco, CA 94109",1,1,0,zillow_sf,http://www.zillow.com/homedetails/N-Point-St-San-Francisco-CA-94109/2101704184_zpid/,-122.418,37.8061,5.70257,,,rental,3250,open,,,2015-08-03,North Waterfront,56,SF
"150 Lombard St APT 150, San Francisco, CA 94111",2,2,0,zillow_sf,http://www.zillow.com/homedetails/150-Lombard-St-APT-150-San-Francisco-CA-94111/2101128950_zpid/,-122.404,37.8042,4.38465,1975,0,rental,4500,closed,19,2015-10-04,2015-09-15,North Waterfront,56,SF
"(Undisclosed Address) San Francisco, CA 94133",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94133/2112025675_zpid/,-122.41,37.806,5.17888,,1,rental,9000,closed,12,2015-10-04,2015-09-22,North Waterfront,56,SF
"220 Lombard St APT 322, San Francisco, CA 94111",1,1,603,zillow_sf,http://www.zillow.com/homedetails/220-Lombard-St-APT-322-San-Francisco-CA-94111/15064071_zpid/,-122.405,37.8042,5.25824,1992,0,rental,3490,open,,,2015-10-12,North Waterfront,56,SF
"246 Lobos St, San Francisco, CA 94112",2,1,845,zillow_sf,http://www.zillow.com/homedetails/246-Lobos-St-San-Francisco-CA-94112/15193832_zpid/,-122.461,37.7151,103.771,,,rental,3295,closed,20,2015-10-01,2015-09-11,Oceanview,57,SF
"721 Lakeview Ave, San Francisco, CA 94112",2,1,0,zillow_sf,http://www.zillow.com/homedetails/721-Lakeview-Ave-San-Francisco-CA-94112/2101145842_zpid/,-122.46,37.718,136.853,,0,rental,3295,closed,21,2015-10-04,2015-09-13,Oceanview,57,SF
"Shakespeare St San Francisco, CA 94112",3,2,121,zillow_sf,http://www.zillow.com/homedetails/Shakespeare-St-San-Francisco-CA-94112/2128811723_zpid/,-122.464,37.7089,122.25,,,rental,945,open,,,2015-05-19,Outer Mission,58,SF
"188 Goethe St, San Francisco, CA 94112",2,1,950,zillow_sf,http://www.zillow.com/homedetails/188-Goethe-St-San-Francisco-CA-94112/15196066_zpid/,-122.46,37.7095,94.3575,1950,0,rental,2800,open,,,2015-10-01,Outer Mission,58,SF
"2933 Yorba St, San Francisco, CA 94116",3,2,1500,zillow_sf,http://www.zillow.com/homedetails/2933-Yorba-St-San-Francisco-CA-94116/15126276_zpid/,-122.498,37.7344,22.4848,1953,0,rental,4400,open,,,2015-10-09,Outer Parkside,59,SF
"2751 42nd Ave, San Francisco, CA 94116",4,2,1500,zillow_sf,http://www.zillow.com/homedetails/2751-42nd-Ave-San-Francisco-CA-94116/15126181_zpid/,-122.5,37.7355,20.6444,,,rental,5500,open,,,2015-08-08,Outer Parkside,59,SF
"2042 46th Ave, San Francisco, CA 94116",3,1,1214,zillow_sf,http://www.zillow.com/homedetails/2042-46th-Ave-San-Francisco-CA-94116/15116581_zpid/,-122.505,37.7484,16.75,,,rental,4300,open,,,2015-08-06,Outer Parkside,59,SF
"2759 38th Ave, San Francisco, CA 94116",2,1,1011,zillow_sf,http://www.zillow.com/homedetails/2759-38th-Ave-San-Francisco-CA-94116/15125966_zpid/,-122.496,37.7354,35.3744,,,rental,3550,open,,,2015-08-06,Outer Parkside,59,SF
"2247 44th Ave, San Francisco, CA 94116",4,3,196,zillow_sf,http://www.zillow.com/homedetails/2247-44th-Ave-San-Francisco-CA-94116/15118571_zpid/,-122.503,37.7447,29.4788,,,rental,1650,open,,,2015-08-21,Outer Parkside,59,SF
"2594 47th Ave, San Francisco, CA 94116",2,1,903,zillow_sf,http://www.zillow.com/homedetails/2594-47th-Ave-San-Francisco-CA-94116/15124406_zpid/,-122.505,37.7382,8.10924,,,rental,3500,open,,,2015-08-25,Outer Parkside,59,SF
"1931 44th Ave, San Francisco, CA 94116",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/1931-44th-Ave-San-Francisco-CA-94116/15113903_zpid/,-122.503,37.7506,18.7975,1947,0,rental,3900,open,,,2015-10-05,Outer Parkside,59,SF
"2691 45th Ave, San Francisco, CA 94116",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/2691-45th-Ave-San-Francisco-CA-94116/15124591_zpid/,-122.503,37.7364,11.4054,,,rental,3750,closed,29,2015-10-05,2015-09-06,Outer Parkside,59,SF
"Great Hwy San Francisco, CA 94116",2,1,700,zillow_sf,http://www.zillow.com/homedetails/Great-Hwy-San-Francisco-CA-94116/2101191975_zpid/,-122.507,37.7417,8.91612,,,rental,3175,open,,,2015-09-07,Outer Parkside,59,SF
"45th Ave San Francisco, CA 94116",3,1,1150,zillow_sf,http://www.zillow.com/homedetails/45th-Ave-San-Francisco-CA-94116/2105264419_zpid/,-122.504,37.7437,27.2247,1946,0,rental,3200,closed,3,2015-10-01,2015-09-28,Outer Parkside,59,SF
"3117 Taraval St, San Francisco, CA 94116",2,1,0,zillow_sf,http://www.zillow.com/homedetails/3117-Taraval-St-San-Francisco-CA-94116/2101037368_zpid/,-122.5,37.7419,38.6457,,0,rental,3450,closed,10,2015-10-04,2015-09-24,Outer Parkside,59,SF
"2672 Great Hwy, San Francisco, CA 94116",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2672-Great-Hwy-San-Francisco-CA-94116/15124516_zpid/,-122.506,37.7367,7.7185,1950,0,rental,4500,closed,3,2015-10-11,2015-10-08,Outer Parkside,59,SF
"2755 38th Ave, San Francisco, CA 94116",2,1,1011,zillow_sf,http://www.zillow.com/homedetails/2755-38th-Ave-San-Francisco-CA-94116/15125965_zpid/,-122.496,37.7355,35.7781,1948,0,rental,3525,open,,,2015-10-12,Outer Parkside,59,SF
4442 Cabrillo Street,2,1,1000,climbsf_rented,http://www.climbsf.com/for-rent/4442-cabrillo-st/,-122.506,37.7734,18.5859,,,rental,3750,closed,,2015-05-21,,Outer Richmond,60,SF
459 33rd Avenue,2,2,1600,climbsf_renting,http://www.climbsf.com/for-rent/459-33rd-ave/,-122.494,37.7805,72.8393,,,rental,5500,open,,,2015-08-23,Outer Richmond,60,SF
"402 43rd Ave # 2, San Francisco, CA 94121",2,1,0,zillow_sf,http://www.zillow.com/homedetails/402-43rd-Ave-2-San-Francisco-CA-94121/2101603082_zpid/,-122.504,37.781,95.2942,,,rental,3300,closed,30,2015-10-04,2015-09-04,Outer Richmond,60,SF
"719 47th Ave, San Francisco, CA 94121",2,1,1375,zillow_sf,http://www.zillow.com/homedetails/719-47th-Ave-San-Francisco-CA-94121/15096594_zpid/,-122.508,37.7748,23.1972,1923,0,rental,3400,open,,,2015-09-28,Outer Richmond,60,SF
"582 45th Ave, San Francisco, CA 94121",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/582-45th-Ave-San-Francisco-CA-94121/15093093_zpid/,-122.506,37.7775,64.2039,,,rental,5950,open,,,2015-09-02,Outer Richmond,60,SF
"890 35th Ave, San Francisco, CA 94121",4,1,2360,zillow_sf,http://www.zillow.com/homedetails/890-35th-Ave-San-Francisco-CA-94121/15099939_zpid/,-122.495,37.7723,38.7035,,,rental,4950,closed,,2015-10-09,,Outer Richmond,60,SF
"499 33rd Ave APT 318, San Francisco, CA 94121",4,4,2171,zillow_sf,http://www.zillow.com/homedetails/499-33rd-Ave-APT-318-San-Francisco-CA-94121/64972346_zpid/,-122.493,37.78,73.633,2004,0,rental,8000,open,,,2015-09-15,Outer Richmond,60,SF
"787 39th Ave, San Francisco, CA 94121",2,1,1650,zillow_sf,http://www.zillow.com/homedetails/787-39th-Ave-San-Francisco-CA-94121/15096967_zpid/,-122.5,37.7739,41.4294,1927,0,rental,3895,open,,,2015-09-23,Outer Richmond,60,SF
"La Playa St San Francisco, CA 94121",3,2,1579,zillow_sf,http://www.zillow.com/homedetails/La-Playa-St-San-Francisco-CA-94121/2101001664_zpid/,-122.51,37.7733,9.26519,2002,0,rental,4100,closed,6,2015-10-04,2015-09-28,Outer Richmond,60,SF
"45th Ave San Francisco, CA 94121",4,3,2597,zillow_sf,http://www.zillow.com/homedetails/45th-Ave-San-Francisco-CA-94121/2100984197_zpid/,-122.506,37.7763,47.0067,,0,rental,5600,closed,13,2015-10-12,2015-09-29,Outer Richmond,60,SF
730 35th Avenue,2,1,1000,climbsf_renting,http://www.climbsf.com/for-rent/730-35th-ave/,-122.495,37.7752,61.4495,,,rental,3500,open,,,2015-10-10,Outer Richmond,60,SF
"3315 Moraga St, San Francisco, CA 94122",2,1,800,zillow_sf,http://www.zillow.com/homedetails/3315-Moraga-St-San-Francisco-CA-94122/15110448_zpid/,-122.498,37.7549,38.7441,,,rental,3822,open,,,2015-08-23,Outer Sunset,61,SF
"1290 41st Ave, San Francisco, CA 94122",2,1,1250,zillow_sf,http://www.zillow.com/homedetails/1290-41st-Ave-San-Francisco-CA-94122/2101175347_zpid/,-122.5,37.7627,28.1219,,,rental,3395,closed,7,2015-10-01,2015-09-24,Outer Sunset,61,SF
"39th Ave San Francisco, CA 94122",2,1,400,zillow_sf,http://www.zillow.com/homedetails/39th-Ave-San-Francisco-CA-94122/2100871626_zpid/,-122.498,37.758,48.7083,,0,rental,1600,open,,,2015-10-12,Outer Sunset,61,SF
1979 Clay Street,3,2,2000,climbsf_rented,http://www.climbsf.com/for-rent/1979-clay-st/,-122.425,37.7915,87.393,,,rental,5250,closed,,2013-02-26,,Pacific Heights,62,SF
3009 Sacramento Street #2,4,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/3009-sacramento-st-2/,-122.443,37.7885,63.5342,,,rental,5500,closed,,2013-07-09,,Pacific Heights,62,SF
1945 Jackson Street,3,1,1643,climbsf_rented,http://www.climbsf.com/for-rent/1945-jackson-st/,-122.427,37.7931,90.9586,,,rental,5975,closed,,2014-06-30,,Pacific Heights,62,SF
2560 Vallejo Street,3,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/2560-vallejo-st/,-122.439,37.795,63.2159,,,rental,7050,closed,,2014-09-24,,Pacific Heights,62,SF
1880 Jackson Street,1,1,1130,climbsf_rented,http://www.climbsf.com/for-rent/1880-jackson-st-101/,-122.426,37.7938,73.9823,,,rental,4800,closed,,2014-10-21,,Pacific Heights,62,SF
2072 Vallejo Street,1,1,1079,climbsf_rented,http://www.climbsf.com/for-rent/2072-vallejo-st/,-122.431,37.796,54.3873,,,rental,3575,closed,,2015-01-21,,Pacific Heights,62,SF
"2201 Sacramento St PH 601, San Francisco, CA 94115",2,2,1498,zillow_sf,http://www.zillow.com/homedetails/2201-Sacramento-St-PH-601-San-Francisco-CA-94115/15074728_zpid/,-122.438,37.7925,91.9031,,,rental,5995,open,,,2015-08-27,Pacific Heights,62,SF
"3010 Sacramento St, San Francisco, CA 94115",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/3010-Sacramento-St-San-Francisco-CA-94115/2132904222_zpid/,-122.443,37.7889,69.8516,,,rental,5500,open,,,2015-06-19,Pacific Heights,62,SF
"2196 Pacific Ave, San Francisco, CA 94115",2,2,1456,zillow_sf,http://www.zillow.com/homedetails/2196-Pacific-Ave-San-Francisco-CA-94115/2129723257_zpid/,-122.431,37.7939,80.0589,,0,rental,6900,closed,36,2015-10-07,2015-09-01,Pacific Heights,62,SF
"2139 Green St, San Francisco, CA 94123",2,2,1845,zillow_sf,http://www.zillow.com/homedetails/2139-Green-St-San-Francisco-CA-94123/2114280573_zpid/,-122.434,37.796,53.784,1988,1,rental,11500,closed,24,2015-10-07,2015-09-13,Pacific Heights,62,SF
"Vallejo St San Francisco, CA 94123",0,1,700,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94123/2107186505_zpid/,-122.435,37.7952,62.7167,,,rental,4200,open,,,2014-11-19,Pacific Heights,62,SF
"2121 Laguna St APT 1, San Francisco, CA 94115",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/2121-Laguna-St-APT-1-San-Francisco-CA-94115/2101583270_zpid/,-122.429,37.7909,99.0606,,,rental,5500,closed,,2015-10-11,,Pacific Heights,62,SF
"Broadway St San Francisco, CA 94115",4,3,4000,zillow_sf,http://www.zillow.com/homedetails/Broadway-St-San-Francisco-CA-94115/2102190217_zpid/,-122.435,37.7942,82.9386,,,rental,18000,open,,,2015-08-03,Pacific Heights,62,SF
"1840 Broadway, San Francisco, CA 94109",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/1840-Broadway-San-Francisco-CA-94109/2105116842_zpid/,-122.428,37.7953,54.8971,,0,rental,7580,closed,58,2015-10-07,2015-08-10,Pacific Heights,62,SF
"Clay St San Francisco, CA 94115",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Clay-St-San-Francisco-CA-94115/2101876882_zpid/,-122.429,37.7914,105.181,,0,rental,3200,closed,53,2015-10-04,2015-08-12,Pacific Heights,62,SF
"1966 Pacific Ave 201 Short Term Furnished Rental, San Francisco, CA 94109",2,2,1115,zillow_sf,http://www.zillow.com/homedetails/1966-Pacific-Ave-201-Short-Term-Furnished-Rental-San-Francisco-CA-94109/2101524276_zpid/,-122.438,37.7925,91.9031,,,rental,5495,open,,,2015-08-21,Pacific Heights,62,SF
"2398 Broadway St, San Francisco, CA 94115",3,2,3500,zillow_sf,http://www.zillow.com/homedetails/2398-Broadway-St-San-Francisco-CA-94115/15072566_zpid/,-122.436,37.7944,63.1856,1898,1,rental,7750,closed,40,2015-10-07,2015-08-28,Pacific Heights,62,SF
"Webster St San Francisco, CA 94123",3,3,0,zillow_sf,http://www.zillow.com/homedetails/Webster-St-San-Francisco-CA-94123/2101286597_zpid/,-122.433,37.7945,86.0685,,,rental,9500,open,,,2015-08-27,Pacific Heights,62,SF
"3042 Jackson St APT 1, San Francisco, CA 94115",4,2,2265,zillow_sf,http://www.zillow.com/homedetails/3042-Jackson-St-APT-1-San-Francisco-CA-94115/64972277_zpid/,-122.445,37.7914,110.095,,,rental,11000,closed,,2015-10-09,,Pacific Heights,62,SF
"2300 Broadway St, San Francisco, CA 94115",3,3,4084,zillow_sf,http://www.zillow.com/homedetails/2300-Broadway-St-San-Francisco-CA-94115/15072582_zpid/,-122.435,37.7945,79.7366,1988,0,rental,25000,closed,30,2015-10-07,2015-09-07,Pacific Heights,62,SF
"Sacramento St San Francisco, CA 94115",3,4,2100,zillow_sf,http://www.zillow.com/homedetails/Sacramento-St-San-Francisco-CA-94115/2101196862_zpid/,-122.429,37.7905,94.6615,1964,0,rental,8750,closed,24,2015-10-04,2015-09-10,Pacific Heights,62,SF
"2077 Jackson St APT 304, San Francisco, CA 94109",1,1,750,zillow_sf,http://www.zillow.com/homedetails/2077-Jackson-St-APT-304-San-Francisco-CA-94109/15073942_zpid/,-122.429,37.7929,89.5776,1959,0,rental,4495,open,,,2015-09-29,Pacific Heights,62,SF
"2611 Divisadero St, San Francisco, CA 94123",5,5,3426,zillow_sf,http://www.zillow.com/homedetails/2611-Divisadero-St-San-Francisco-CA-94123/15080810_zpid/,-122.442,37.7938,99.2501,,,rental,22000,closed,52,2015-10-03,2015-08-12,Pacific Heights,62,SF
"2539 Clay St APT 5, San Francisco, CA 94115",2,2,1550,zillow_sf,http://www.zillow.com/homedetails/2539-Clay-St-APT-5-San-Francisco-CA-94115/15074539_zpid/,-122.435,37.7904,69.3867,1909,0,rental,6995,open,,,2015-10-12,Pacific Heights,62,SF
"1901 Pacific Ave, San Francisco, CA 94109",1,1,0,zillow_sf,http://www.zillow.com/homedetails/1901-Pacific-Ave-San-Francisco-CA-94109/2103505122_zpid/,-122.427,37.7942,65.3129,,0,rental,3200,closed,2,2015-10-04,2015-10-02,Pacific Heights,62,SF
2447 Vallejo Street #3,2,1,0,climbsf_renting,http://www.climbsf.com/for-rent/2447-vallejo-st-3/,-122.438,37.7946,51.6063,,,rental,6950,closed,5,2015-10-04,2015-09-29,Pacific Heights,62,SF
"1701 Jackson St APT 709, San Francisco, CA 94109",2,2,1042,zillow_sf,http://www.zillow.com/homedetails/1701-Jackson-St-APT-709-San-Francisco-CA-94109/54854419_zpid/,-122.423,37.7937,60.2363,,,rental,4975,closed,,2015-10-11,,Pacific Heights,62,SF
"2315 Divisadero St APT U, San Francisco, CA 94115",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/2315-Divisadero-St-APT-U-San-Francisco-CA-94115/15081250_zpid/,-122.441,37.791,87.5971,1962,0,rental,4800,open,,,2015-10-01,Pacific Heights,62,SF
"2200 Pacific Ave APT 2A, San Francisco, CA 94115",2,2,1856,zillow_sf,http://www.zillow.com/homedetails/2200-Pacific-Ave-APT-2A-San-Francisco-CA-94115/15073209_zpid/,-122.432,37.7939,89.3304,1962,1,rental,7800,open,,,2015-10-07,Pacific Heights,62,SF
"2015 Laguna St, San Francisco, CA 94115",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2015-Laguna-St-San-Francisco-CA-94115/2104865347_zpid/,-122.429,37.7898,85.0436,,,rental,3100,closed,2,2015-10-04,2015-10-02,Pacific Heights,62,SF
"2040 Broadway St APT 201, San Francisco, CA 94115",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/2040-Broadway-St-APT-201-San-Francisco-CA-94115/15072694_zpid/,-122.431,37.7951,73.429,1987,0,rental,8695,open,,,2015-10-04,Pacific Heights,62,SF
"2990 Jackson St, San Francisco, CA 94115",1,1,914,zillow_sf,http://www.zillow.com/homedetails/2990-Jackson-St-San-Francisco-CA-94115/2100926649_zpid/,-122.444,37.7915,102.586,1924,0,rental,4495,open,,,2015-10-06,Pacific Heights,62,SF
"2040 Laguna St APT 102, San Francisco, CA 94115",1,1,650,zillow_sf,http://www.zillow.com/homedetails/2040-Laguna-St-APT-102-San-Francisco-CA-94115/15074802_zpid/,-122.429,37.7901,89.7663,1981,0,rental,3750,open,,,2015-10-07,Pacific Heights,62,SF
"2614 Octavia St, San Francisco, CA 94123",3,2,1806,zillow_sf,http://www.zillow.com/homedetails/2614-Octavia-St-San-Francisco-CA-94123/15072230_zpid/,-122.428,37.7964,41.1421,1957,0,rental,6500,open,,,2015-10-07,Pacific Heights,62,SF
"2619 Divisadero St, San Francisco, CA 94123",5,3,4150,zillow_sf,http://www.zillow.com/homedetails/2619-Divisadero-St-San-Francisco-CA-94123/15080809_zpid/,-122.442,37.794,94.8701,1900,0,rental,10995,open,,,2015-10-10,Pacific Heights,62,SF
"2122 36th Ave, San Francisco, CA 94116",2,1,700,zillow_sf,http://www.zillow.com/homedetails/2122-36th-Ave-San-Francisco-CA-94116/15117292_zpid/,-122.494,37.7474,56.1197,,,rental,2800,open,,,2015-08-04,Parkside,63,SF
"24th Ave San Francisco, CA 94116",2,1,1110,zillow_sf,http://www.zillow.com/homedetails/24th-Ave-San-Francisco-CA-94116/2101588552_zpid/,-122.481,37.7447,114.69,,,rental,3600,open,,,2015-08-15,Parkside,63,SF
"2559 20th Ave, San Francisco, CA 94116",3,2,1350,zillow_sf,http://www.zillow.com/homedetails/2559-20th-Ave-San-Francisco-CA-94116/15123217_zpid/,-122.477,37.74,88.1139,,,rental,4500,open,,,2015-08-21,Parkside,63,SF
"2157 20th Ave, San Francisco, CA 94116",2,1,1700,zillow_sf,http://www.zillow.com/homedetails/2157-20th-Ave-San-Francisco-CA-94116/15117925_zpid/,-122.477,37.7475,136.379,1926,0,rental,3500,open,,,2015-09-12,Parkside,63,SF
"1971 33rd Ave, San Francisco, CA 94116",2,1,825,zillow_sf,http://www.zillow.com/homedetails/1971-33rd-Ave-San-Francisco-CA-94116/15114243_zpid/,-122.492,37.7504,74.7632,,,rental,3200,closed,18,2015-10-08,2015-09-20,Parkside,63,SF
"2363 21st Ave, San Francisco, CA 94116",2,1,1550,zillow_sf,http://www.zillow.com/homedetails/2363-21st-Ave-San-Francisco-CA-94116/2100948266_zpid/,-122.478,37.7436,104.139,,0,rental,3800,open,,,2015-10-03,Parkside,63,SF
656 Clayton Street #B,1,1,650,climbsf_rented,http://www.climbsf.com/for-rent/656b-clayton-st/,-122.456,37.7643,118.956,,,rental,2800,closed,,2015-05-19,,Cole Valley/Parnassus Heights,64,SF
"276 Edgewood Ave, San Francisco, CA 94117",4,4,2800,zillow_sf,http://www.zillow.com/homedetails/276-Edgewood-Ave-San-Francisco-CA-94117/15128055_zpid/,-122.455,37.7612,167.792,,,rental,8995,open,,,2015-09-21,Cole Valley/Parnassus Heights,64,SF
"Beulah St San Francisco, CA 94117",3,1,1950,zillow_sf,http://www.zillow.com/homedetails/Beulah-St-San-Francisco-CA-94117/2102828759_zpid/,-122.451,37.7675,87.6935,,0,rental,6300,closed,114,2015-10-04,2015-06-12,Cole Valley/Parnassus Heights,64,SF
"1563 Shrader St, San Francisco, CA 94117",4,2,2800,zillow_sf,http://www.zillow.com/homedetails/1563-Shrader-St-San-Francisco-CA-94117/2102442897_zpid/,-122.45,37.7605,126.561,,,rental,13000,open,,,2015-07-28,Cole Valley/Parnassus Heights,64,SF
"432 Frederick St, San Francisco, CA 94117",1,1,800,zillow_sf,http://www.zillow.com/homedetails/432-Frederick-St-San-Francisco-CA-94117/2101246860_zpid/,-122.451,37.7666,89.5566,,,rental,3395,open,,,2015-09-01,Cole Valley/Parnassus Heights,64,SF
"840 Sloat Blvd, San Francisco, CA 94132",3,2,1923,zillow_sf,http://www.zillow.com/homedetails/840-Sloat-Blvd-San-Francisco-CA-94132/15126499_zpid/,-122.484,37.7361,22.8127,1941,0,rental,4750,open,,,2015-08-07,Pine Lake Park,65,SF
7 Colby Street,3,2,1400,climbsf_rented,http://www.climbsf.com/for-rent/7-colby-st/,-122.415,37.7308,50.3703,,,rental,3700,closed,,2015-02-07,,Portola,66,SF
"Cambridge St San Francisco, CA 94134",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/Cambridge-St-San-Francisco-CA-94134/2105173449_zpid/,-122.419,37.727,83.9454,,,rental,5999,closed,19,2015-10-04,2015-09-15,Portola,66,SF
"Silver Ave San Francisco, CA 94134",3,1,1075,zillow_sf,http://www.zillow.com/homedetails/Silver-Ave-San-Francisco-CA-94134/2100996706_zpid/,-122.414,37.7295,59.283,,0,rental,3400,closed,6,2015-10-04,2015-09-28,Portola,66,SF
