address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
767 Bryant Street #403,2,2,1951,climbsf_rented,http://www.climbsf.com/for-rent/767-bryant-st-403/,-122.402,37.7764,2.6443,,,rental,5800,closed,,2014-06-02,,South of Market,75,SF
2 Mint Plaza #203,0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/2-mint-plaza-203/,-122.408,37.7831,9.74853,,,rental,2775,closed,,2015-10-04,,South of Market,75,SF
1160 Mission Street #1212,1,1,660,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1212/,-122.412,37.7784,12.0417,,,rental,3700,closed,,2014-10-14,,South of Market,75,SF
10 Mint Plaza #1,2,2,1559,climbsf_rented,http://www.climbsf.com/for-rent/10-mint-plaza-1/,-122.408,37.7829,10.2649,,,rental,8250,closed,,2014-12-23,,South of Market,75,SF
520 Sixth Street #11,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/520-6th-st-11/,-122.402,37.7755,3.00654,,,rental,0,closed,,2015-10-04,,South of Market,75,SF
520 6th Street #16,2,2,1560,climbsf_rented,http://www.climbsf.com/for-rent/520-6th-st-16/,-122.402,37.7755,3.00654,,,rental,4900,closed,,2015-04-16,,South of Market,75,SF
48 Rausch Street,3,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/48-rausch-st/,-122.41,37.7763,6.62338,,,rental,3500,closed,,2015-05-19,,South of Market,75,SF
2 Mint Plaza #805,1,1,1145,climbsf_rented,http://www.climbsf.com/for-rent/2-mint-plaza-805/,-122.408,37.7831,9.74853,,,rental,4600,closed,,2015-06-24,,South of Market,75,SF
631 Folsom Street #PHC,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/631-folsom-st-phc/,-122.419,37.7749,15.5578,,,rental,13750,closed,,2015-10-04,,South of Market,75,SF
1160 Mission Street #1112,1,1,664,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1112/,-122.412,37.7784,12.0417,,,rental,3550,closed,,2015-08-11,,South of Market,75,SF
655 Fifth Street #12,1,2,0,climbsf_rented,http://www.climbsf.com/for-rent/655-5th-st-12/,-122.398,37.7759,2.73163,,,rental,3800,closed,,2015-10-04,,South of Market,75,SF
39 Boardman Place #204,1,1,1000,climbsf_renting,http://www.climbsf.com/for-rent/39-boardman-pl-204/,-122.403,37.7748,4.82236,,,rental,0,closed,,2015-10-04,,South of Market,75,SF
"1160 Mission St UNIT 1707, San Francisco, CA 94103",2,2,1031,zillow_sf,http://www.zillow.com/homedetails/1160-Mission-St-UNIT-1707-San-Francisco-CA-94103/83154486_zpid/,-122.412,37.7784,12.0417,2009,0,rental,6700,closed,47,2015-10-07,2015-08-21,South of Market,75,SF
"(Undisclosed Address) San Francisco, CA 94103",2,2,1115,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94103/2115256995_zpid/,-122.41,37.7726,7.34345,,,rental,4880,open,,,2015-07-31,South of Market,75,SF
"Bluxome St San Francisco, CA 94107",2,2,1763,zillow_sf,http://www.zillow.com/homedetails/Bluxome-St-San-Francisco-CA-94107/2101385648_zpid/,-122.398,37.776,2.8508,,,rental,8000,open,,,2015-08-25,South of Market,75,SF
"Gilbert St San Francisco, CA 94103",2,2,1494,zillow_sf,http://www.zillow.com/homedetails/Gilbert-St-San-Francisco-CA-94103/2101432826_zpid/,-122.403,37.7735,4.16248,,,rental,5495,open,,,2015-08-17,South of Market,75,SF
"Bluxome St San Francisco, CA 94107",2,2,1089,zillow_sf,http://www.zillow.com/homedetails/Bluxome-St-San-Francisco-CA-94107/2101859357_zpid/,-122.398,37.776,2.8508,,,rental,4695,open,,,2015-08-17,South of Market,75,SF
"396 Townsend St, San Francisco, CA 94107",2,3,1754,zillow_sf,http://www.zillow.com/homedetails/396-Townsend-St-San-Francisco-CA-94107/2101931448_zpid/,-122.397,37.7757,2.99007,1999,0,rental,8500,closed,47,2015-10-07,2015-08-21,South of Market,75,SF
"55 Rodgers St, San Francisco, CA 94103",2,1,1450,zillow_sf,http://www.zillow.com/homedetails/55-Rodgers-St-San-Francisco-CA-94103/2101340287_zpid/,-122.409,37.775,6.96404,,,rental,8500,closed,32,2015-10-03,2015-09-01,South of Market,75,SF
"20 Rausch St, San Francisco, CA 94103",3,1,1600,zillow_sf,http://www.zillow.com/homedetails/20-Rausch-St-San-Francisco-CA-94103/2101297250_zpid/,-122.41,37.7768,7.43837,,,rental,5750,closed,38,2015-10-03,2015-08-26,South of Market,75,SF
"388 Townsend St APT 6, San Francisco, CA 94107",1,2,904,zillow_sf,http://www.zillow.com/homedetails/388-Townsend-St-APT-6-San-Francisco-CA-94107/2101296561_zpid/,-122.397,37.7759,2.76722,,,rental,3995,closed,44,2015-10-09,2015-08-26,South of Market,75,SF
"695 5th St APT 12, San Francisco, CA 94107",1,2,961,zillow_sf,http://www.zillow.com/homedetails/695-5th-St-APT-12-San-Francisco-CA-94107/2101257569_zpid/,-122.397,37.7757,2.80751,1999,0,rental,3995,closed,9,2015-10-07,2015-09-28,South of Market,75,SF
"Gilbert St San Francisco, CA 94103",2,2,1540,zillow_sf,http://www.zillow.com/homedetails/Gilbert-St-San-Francisco-CA-94103/2101207999_zpid/,-122.403,37.7735,4.16248,,0,rental,6200,closed,30,2015-10-04,2015-09-04,South of Market,75,SF
"175 Bluxome St UNIT 324, San Francisco, CA 94107",2,2,995,zillow_sf,http://www.zillow.com/homedetails/175-Bluxome-St-UNIT-324-San-Francisco-CA-94107/80740080_zpid/,-122.4,37.7745,2.82011,1998,0,rental,4500,closed,7,2015-10-07,2015-09-30,South of Market,75,SF
"950 Harrison St UNIT 115, San Francisco, CA 94107",1,1,911,zillow_sf,http://www.zillow.com/homedetails/950-Harrison-St-UNIT-115-San-Francisco-CA-94107/80734647_zpid/,-122.403,37.7783,2.40856,2000,0,rental,4195,open,,,2015-10-02,South of Market,75,SF
"965 Folsom St, San Francisco, CA 94107",2,1,1900,zillow_sf,http://www.zillow.com/homedetails/965-Folsom-St-San-Francisco-CA-94107/2103407698_zpid/,-122.404,37.779,3.74669,,,rental,11950,open,,,2015-09-04,South of Market,75,SF
"1234 Howard St APT 5D, San Francisco, CA 94103",1,1,900,zillow_sf,http://www.zillow.com/homedetails/1234-Howard-St-APT-5D-San-Francisco-CA-94103/2101096322_zpid/,-122.413,37.776,11.0493,,,rental,4499,open,,,2015-09-19,South of Market,75,SF
95 Bluxome Street,2,3,1552,climbsf_renting,http://www.climbsf.com/for-rent/95-bluxome-st/,-122.398,37.7761,2.65782,,,rental,6950,open,,,2015-09-27,South of Market,75,SF
"1235 Howard St STE D, San Francisco, CA 94103",2,1,2500,zillow_sf,http://www.zillow.com/homedetails/1235-Howard-St-STE-D-San-Francisco-CA-94103/80754113_zpid/,-122.412,37.7756,10.6104,,,rental,11900,closed,15,2015-10-09,2015-09-24,South of Market,75,SF
"1234 Howard St # 4, San Francisco, CA 94103",1,1,888,zillow_sf,http://www.zillow.com/homedetails/1234-Howard-St-4-San-Francisco-CA-94103/2101040138_zpid/,-122.413,37.776,11.0493,2008,0,rental,3995,open,,,2015-10-03,South of Market,75,SF
"68 Mccoppin St APT 1, San Francisco, CA 94103",1,1,689,zillow_sf,http://www.zillow.com/homedetails/68-Mccoppin-St-APT-1-San-Francisco-CA-94103/80743085_zpid/,-122.422,37.7719,13.7533,1996,0,rental,3500,open,,,2015-10-07,South of Market,75,SF
"236 Clara St STE 1, San Francisco, CA 94107",2,2,1551,zillow_sf,http://www.zillow.com/homedetails/236-Clara-St-STE-1-San-Francisco-CA-94107/54854621_zpid/,-122.403,37.7789,2.82972,2000,1,rental,5000,open,,,2015-10-08,South of Market,75,SF
"380 10th St, San Francisco, CA 94103",9,1,4332,zillow_sf,http://www.zillow.com/homedetails/380-10th-St-San-Francisco-CA-94103/2100974989_zpid/,-122.412,37.7717,7.07064,2004,0,rental,123130,open,,,2015-09-30,South of Market,75,SF
1097 Howard Street #104,2,1,1764,climbsf_renting,http://www.climbsf.com/for-rent/1097-howard-st-104/,-122.409,37.7779,6.48905,,,rental,7000,open,,,2015-10-10,South of Market,75,SF
"1160 Mission St, San Francisco, CA 94103",1,1,1134,zillow_sf,http://www.zillow.com/homedetails/1160-Mission-St-San-Francisco-CA-94103/2139726172_zpid/,-122.412,37.7784,12.0417,2008,1,rental,5150,open,,,2015-10-09,South of Market,75,SF
"68 Harriet St UNIT 5, San Francisco, CA 94103",1,1,780,zillow_sf,http://www.zillow.com/homedetails/68-Harriet-St-UNIT-5-San-Francisco-CA-94103/67395851_zpid/,-122.407,37.7784,3.97766,2003,1,rental,3400,open,,,2015-10-10,South of Market,75,SF
"340 6th St, San Francisco, CA 94103",2,2,2176,zillow_sf,http://www.zillow.com/homedetails/340-6th-St-San-Francisco-CA-94103/2100883054_zpid/,-122.405,37.7778,3.16138,1997,0,rental,6900,open,,,2015-10-11,South of Market,75,SF
"North Pt San Francisco, CA 94109",3,2,1200,zillow_sf,http://www.zillow.com/homedetails/North-Pt-San-Francisco-CA-94109/2103514318_zpid/,-122.476,37.7219,59.0085,,,rental,8500,closed,81,2015-10-03,2015-07-14,Stonestown,76,SF
"105 Summit Way, San Francisco, CA 94132",3,2,2024,zillow_sf,http://www.zillow.com/homedetails/105-Summit-Way-San-Francisco-CA-94132/2101295793_zpid/,-122.474,37.714,41.8468,,,rental,5500,closed,37,2015-10-03,2015-08-27,Stonestown,76,SF
"559 Joost Ave, San Francisco, CA 94127",2,1,979,zillow_sf,http://www.zillow.com/homedetails/559-Joost-Ave-San-Francisco-CA-94127/15138731_zpid/,-122.448,37.7321,98.2055,,,rental,4100,open,,,2015-08-25,Sunnyside,77,SF
"Hearst Ave San Francisco, CA 94131",3,3,0,zillow_sf,http://www.zillow.com/homedetails/Hearst-Ave-San-Francisco-CA-94131/2101296508_zpid/,-122.442,37.7307,68.3342,1926,0,rental,5800,closed,36,2015-10-04,2015-08-29,Sunnyside,77,SF
"154 Staples Ave, San Francisco, CA 94112",1,1,970,zillow_sf,http://www.zillow.com/homedetails/154-Staples-Ave-San-Francisco-CA-94112/15139781_zpid/,-122.446,37.7293,72.4944,,,rental,3300,open,,,2015-08-27,Sunnyside,77,SF
373 Green Street,1,1,800,climbsf_rented,http://www.climbsf.com/for-rent/373-green-st/,-122.405,37.8,58.6566,,,rental,3200,closed,,2014-01-10,,Telegraph Hill,78,SF
567 Vallejo Street #301,3,3,2400,climbsf_rented,http://www.climbsf.com/for-rent/567-vallejo-st-301/,-122.407,37.7987,30.6378,,,rental,6950,closed,,2014-11-10,,Telegraph Hill,78,SF
"186 Francisco St, San Francisco, CA 94133",2,2,2100,zillow_sf,http://www.zillow.com/homedetails/186-Francisco-St-San-Francisco-CA-94133/2142475262_zpid/,-122.408,37.8055,13.6694,,,rental,12000,open,,,2015-05-14,Telegraph Hill,78,SF
"43 Varennes St, San Francisco, CA 94133",2,1,874,zillow_sf,http://www.zillow.com/homedetails/43-Varennes-St-San-Francisco-CA-94133/119684964_zpid/,-122.407,37.8003,38.596,,,rental,5200,open,,,2015-09-01,Telegraph Hill,78,SF
"525 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/525-Greenwich-St-San-Francisco-CA-94133/2101179255_zpid/,-122.408,37.8025,44.6965,,,rental,6000,open,,,2015-09-13,Telegraph Hill,78,SF
"527 Greenwich St, San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/527-Greenwich-St-San-Francisco-CA-94133/2101064255_zpid/,-122.408,37.8025,44.2648,1914,0,rental,6500,open,,,2015-09-23,Telegraph Hill,78,SF
"145 Gardenside Dr APT 7, San Francisco, CA 94131",2,1,1080,zillow_sf,http://www.zillow.com/homedetails/145-Gardenside-Dr-APT-7-San-Francisco-CA-94131/15132788_zpid/,-122.445,37.7543,205.141,,,rental,3960,open,,,2015-09-10,Twin Peaks,79,SF
"Corbett Ave San Francisco, CA 94114",2,1,1111,zillow_sf,http://www.zillow.com/homedetails/Corbett-Ave-San-Francisco-CA-94114/2101174183_zpid/,-122.444,37.7578,132.18,,,rental,5000,open,,,2015-09-09,Twin Peaks,79,SF
"519 Corbett Ave, San Francisco, CA 94114",2,1,1111,zillow_sf,http://www.zillow.com/homedetails/519-Corbett-Ave-San-Francisco-CA-94114/2132739763_zpid/,-122.444,37.7579,126.727,,,rental,4700,closed,16,2015-10-07,2015-09-21,Twin Peaks,79,SF
519 Corbett Avenue,2,1,1111,climbsf_renting,http://www.climbsf.com/for-rent/519-corbett-ave/,-122.444,37.7579,126.727,,,rental,4800,closed,12,2015-10-13,2015-10-01,Twin Peaks,79,SF
"498 Corbett Ave, San Francisco, CA 94114",4,4,3000,zillow_sf,http://www.zillow.com/homedetails/498-Corbett-Ave-San-Francisco-CA-94114/15129997_zpid/,-122.445,37.7577,135.323,1939,0,rental,16800,closed,3,2015-10-05,2015-10-02,Twin Peaks,79,SF
"655 Corbett Ave APT 601, San Francisco, CA 94114",3,3,1759,zillow_sf,http://www.zillow.com/homedetails/655-Corbett-Ave-APT-601-San-Francisco-CA-94114/15129941_zpid/,-122.443,37.7565,141.165,1964,0,rental,5995,open,,,2015-10-01,Twin Peaks,79,SF
"3550 Market St APT 302, San Francisco, CA 94131",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/3550-Market-St-APT-302-San-Francisco-CA-94131/15130253_zpid/,-122.442,37.7565,125.433,1979,0,rental,4995,open,,,2015-10-11,Twin Peaks,79,SF
650 Turk Street #501,1,1,789,climbsf_rented,http://www.climbsf.com/for-rent/650-turk-st-501/,-122.42,37.7824,28.6855,,,rental,2950,closed,,2014-01-20,,Van Ness/Civic Center,80,SF
750 Van Ness Avenue #203,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/750-van-ness-ave-203/,-122.42,37.7824,28.6855,,,rental,3100,closed,,2015-10-04,,Van Ness/Civic Center,80,SF
One Daniel Burnham Court #314,1,1,800,climbsf_rented,http://www.climbsf.com/for-rent/1-daniel-burnham-ct-314/,-122.422,37.7869,52.1365,,,rental,3180,closed,,2015-10-04,,Van Ness/Civic Center,80,SF
720 Gough Street #45,2,2,1316,climbsf_rented,http://www.climbsf.com/for-rent/720-gough-st-45/,-122.423,37.7801,24.2848,,,rental,3975,closed,,2015-05-15,,Van Ness/Civic Center,80,SF
"Van Ness Ave San Francisco, CA 94102",1,1,946,zillow_sf,http://www.zillow.com/homedetails/Van-Ness-Ave-San-Francisco-CA-94102/2104512512_zpid/,-122.419,37.7767,17.2451,2009,0,rental,4450,closed,16,2015-10-04,2015-09-18,Van Ness/Civic Center,80,SF
"Van Ness Ave San Francisco, CA 94102",1,1,832,zillow_sf,http://www.zillow.com/homedetails/Van-Ness-Ave-San-Francisco-CA-94102/2104531446_zpid/,-122.419,37.7767,17.2451,2009,1,rental,4700,closed,36,2015-10-04,2015-08-29,Van Ness/Civic Center,80,SF
"(Undisclosed Address) San Francisco, CA 94102",3,3,3200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2120427893_zpid/,-122.421,37.7787,20.0839,,0,rental,7000,closed,198,2015-10-04,2015-03-20,Van Ness/Civic Center,80,SF
"(Undisclosed Address) San Francisco, CA 94102",1,1,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2119606555_zpid/,-122.421,37.7787,20.0839,,0,rental,4500,closed,51,2015-10-04,2015-08-14,Van Ness/Civic Center,80,SF
"1388 Gough St APT 1101, San Francisco, CA 94109",2,2,1382,zillow_sf,http://www.zillow.com/homedetails/1388-Gough-St-APT-1101-San-Francisco-CA-94109/15076791_zpid/,-122.425,37.7858,63.0706,1993,0,rental,5588,open,,,2015-09-12,Van Ness/Civic Center,80,SF
"601 Van Ness Ave APT 1006, San Francisco, CA 94102",1,1,718,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-1006-San-Francisco-CA-94102/15077916_zpid/,-122.421,37.7812,24.455,,,rental,3600,closed,29,2015-10-01,2015-09-02,Van Ness/Civic Center,80,SF
"185 Franklin St, San Francisco, CA 94102",2,1,900,zillow_sf,http://www.zillow.com/homedetails/185-Franklin-St-San-Francisco-CA-94102/2101118127_zpid/,-122.421,37.7758,17.7048,,,rental,3200,closed,5,2015-10-03,2015-09-28,Van Ness/Civic Center,80,SF
"77 Van Ness Ave APT 802, San Francisco, CA 94102",0,1,523,zillow_sf,http://www.zillow.com/homedetails/77-Van-Ness-Ave-APT-802-San-Francisco-CA-94102/111710828_zpid/,-122.42,37.776,17.2775,2009,1,rental,4000,open,,,2015-09-21,Van Ness/Civic Center,80,SF
"601 Van Ness Ave APT 46, San Francisco, CA 94102",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-46-San-Francisco-CA-94102/15077570_zpid/,-122.421,37.7812,24.455,,,rental,4200,open,,,2015-09-30,Van Ness/Civic Center,80,SF
"1 Daniel Burnham Ct APT 211, San Francisco, CA 94109",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/1-Daniel-Burnham-Ct-APT-211-San-Francisco-CA-94109/15076518_zpid/,-122.422,37.7868,54.979,1988,0,rental,4500,open,,,2015-10-09,Van Ness/Civic Center,80,SF
"1 Daniel Burnham Ct, San Francisco, CA 94109",1,1,800,zillow_sf,http://www.zillow.com/homedetails/1-Daniel-Burnham-Ct-San-Francisco-CA-94109/2104432922_zpid/,-122.422,37.7868,54.979,1988,0,rental,3400,open,,,2015-09-23,Van Ness/Civic Center,80,SF
5 Sparta Street,3,2,1780,climbsf_rented,http://www.climbsf.com/for-rent/5-sparta-st/,-122.403,37.7181,97.0219,,,rental,3450,closed,,2013-04-10,,Visitacion Valley,81,SF
"1267 Sunnydale Ave, San Francisco, CA 94134",1,1,1725,zillow_sf,http://www.zillow.com/homedetails/1267-Sunnydale-Ave-San-Francisco-CA-94134/15176756_zpid/,-122.414,37.7112,24.1902,1963,0,rental,1100,closed,151,2015-10-07,2015-05-09,Visitacion Valley,81,SF
"126 Ward St, San Francisco, CA 94134",4,2,1360,zillow_sf,http://www.zillow.com/homedetails/126-Ward-St-San-Francisco-CA-94134/15172710_zpid/,-122.402,37.7191,78.558,,,rental,4195,open,,,2015-08-11,Visitacion Valley,81,SF
"135 Forest Side Ave, San Francisco, CA 94127",3,3,2100,zillow_sf,http://www.zillow.com/homedetails/135-Forest-Side-Ave-San-Francisco-CA-94127/15134122_zpid/,-122.469,37.7408,107.333,,,rental,6995,open,,,2015-08-21,West Portal,82,SF
"225 Claremont Blvd, San Francisco, CA 94127",4,2,2100,zillow_sf,http://www.zillow.com/homedetails/225-Claremont-Blvd-San-Francisco-CA-94127/15135381_zpid/,-122.464,37.7417,126.915,,,rental,4950,open,,,2013-10-17,West Portal,82,SF
"122 Granville Way, San Francisco, CA 94127",5,2,1950,zillow_sf,http://www.zillow.com/homedetails/122-Granville-Way-San-Francisco-CA-94127/15135279_zpid/,-122.461,37.7415,134.297,,,rental,6500,open,,,2015-08-22,West Portal,82,SF
38 Beideman Street,2,1,960,climbsf_rented,http://www.climbsf.com/for-rent/38-beideman-st/,-122.438,37.7821,49.0507,,,rental,3500,closed,,2013-07-30,,Western Addition,83,SF
1288 McAllister Street #201,2,1,1216,climbsf_rented,http://www.climbsf.com/for-rent/1288-mcallister-st-201/,-122.433,37.7787,44.4733,,,rental,4000,closed,,2013-07-30,,Western Addition,83,SF
66 Cleary Court #306,3,2,1180,climbsf_rented,http://www.climbsf.com/for-rent/66-cleary-ct-306/,-122.427,37.7842,57.8952,,,rental,4400,closed,,2013-12-31,,Western Addition,83,SF
1168 Eddy Street #D4,2,1,816,climbsf_rented,http://www.climbsf.com/for-rent/1168-eddy-st-d4/,-122.427,37.7824,39.338,,,rental,3600,closed,,2015-06-04,,Western Addition,83,SF
"1310 Fillmore St APT 601, San Francisco, CA 94115",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/1310-Fillmore-St-APT-601-San-Francisco-CA-94115/2101691592_zpid/,-122.432,37.7817,39.231,,,rental,5500,open,,,2015-07-15,Western Addition,83,SF
"1310 Fillmore St APT 505, San Francisco, CA 94115",1,1,827,zillow_sf,http://www.zillow.com/homedetails/1310-Fillmore-St-APT-505-San-Francisco-CA-94115/82785377_zpid/,-122.432,37.7817,39.231,2007,1,rental,4200,closed,17,2015-10-07,2015-09-20,Western Addition,83,SF
"1139 Divisadero St APT 1, San Francisco, CA 94115",2,2,1460,zillow_sf,http://www.zillow.com/homedetails/1139-Divisadero-St-APT-1-San-Francisco-CA-94115/2113475606_zpid/,-122.439,37.7802,64.7756,,,rental,5250,closed,32,2015-10-03,2015-09-01,Western Addition,83,SF
"1366 Turk St APT 7B, San Francisco, CA 94115",2,2,1600,zillow_sf,http://www.zillow.com/homedetails/1366-Turk-St-APT-7B-San-Francisco-CA-94115/67394446_zpid/,-122.432,37.7808,37.0254,2004,0,rental,6000,open,,,2015-10-03,Western Addition,83,SF
"85 Brentwood Ave, San Francisco, CA 94127",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/85-Brentwood-Ave-San-Francisco-CA-94127/15137603_zpid/,-122.456,37.734,162.069,1927,0,rental,5900,closed,,2015-10-13,,Westwood Highlands,84,SF
"330 Hazelwood Ave, San Francisco, CA 94127",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/330-Hazelwood-Ave-San-Francisco-CA-94127/15137622_zpid/,-122.455,37.7335,153.607,,,rental,4595,open,,,2015-09-04,Westwood Highlands,84,SF
"400 Lansdale Ave, San Francisco, CA 94127",4,2,3750,zillow_sf,http://www.zillow.com/homedetails/400-Lansdale-Ave-San-Francisco-CA-94127/15135850_zpid/,-122.457,37.736,211.777,1977,0,rental,5775,open,,,2015-10-07,Westwood Highlands,84,SF
810 Faxon Avenue,3,2,2335,climbsf_rented,http://www.climbsf.com/for-rent/810-faxon-ave/,-122.46,37.7279,108.801,,,rental,5650,closed,,2015-03-25,,Westwood Park,85,SF
"Lansdale Ave San Francisco, CA 94127",4,3,2700,zillow_sf,http://www.zillow.com/homedetails/Lansdale-Ave-San-Francisco-CA-94127/2104569759_zpid/,-122.458,37.7362,213.089,1957,0,rental,6250,closed,79,2015-10-04,2015-07-17,Sherwood Forest,87,SF
"131 Robinhood Dr, San Francisco, CA 94127",3,2,2200,zillow_sf,http://www.zillow.com/homedetails/131-Robinhood-Dr-San-Francisco-CA-94127/15135905_zpid/,-122.456,37.7369,247.736,,,rental,5700,open,,,2015-06-23,Sherwood Forest,87,SF
"400 Lansdale Ave, San Francisco, CA 94127",4,2,3750,zillow_sf,http://www.zillow.com/homedetails/400-Lansdale-Ave-San-Francisco-CA-94127/15135850_zpid/,-122.457,37.736,211.777,1977,0,rental,5775,open,,,2015-10-07,Sherwood Forest,87,SF
